path,title,type,entity_subtype,source_type,date,status,has_raw_source,ingest_version,description
几何形状与临界性、拓扑属性的严格对应关系尚未建立,几何形状与临界性、拓扑属性的严格对应关系尚未建立,entity,proposition,,,current,0,0,
几何结构,几何结构geometric structure,entity,keyword,,,current,0,0,
几何阻挫,几何阻挫,entity,keyword,,,current,0,0,
几何阻挫准一维自旋模型基态,几何阻挫准一维自旋模型基态,entity,keyword,,,current,0,0,
几何阻挫量子系统,几何阻挫量子系统,entity,keyword,,,current,0,0,
函数基替换为其他展开如Taylor级数,函数基替换为其他展开如Taylor级数,entity,proposition,,,current,0,0,
分子轨道理论,分子轨道理论,entity,keyword,,,current,0,0,
分岔图,分岔图bifurcation diagram,entity,keyword,,,current,0,0,
分布随机邻域嵌入,t分布随机邻域嵌入t-distributed stochastic neighbor embedding(t-SNE),entity,keyword,,,current,0,0,
分形格子,分形格子,entity,keyword,,,current,0,0,
分片常数函数拟合,分片常数函数拟合,entity,keyword,,,current,0,0,
分类器弱纠缠表示,分类器弱纠缠表示,entity,keyword,,,current,0,0,
初始优化原理张量网络方法,初始优化原理张量网络方法,entity,keyword,,,current,0,0,
判据,Oshikawa-Yamanaka-Affleck判据,entity,keyword,,,current,0,0,
利用更多量子比特学习更复杂graphon,利用更多量子比特学习更复杂graphon,entity,proposition,,,current,0,0,
利用砖墙结构深层张量网络表示变分参数张量,利用砖墙结构深层张量网络表示变分参数张量,entity,proposition,,,current,0,0,
利用纠缠熵评估特征重要性并丢弃低纠缠特征,利用纠缠熵评估特征重要性并丢弃低纠缠特征,entity,proposition,,,current,0,0,
利用自动微分优化深层张量网络中的张量,利用自动微分优化深层张量网络中的张量,entity,keyword,,,current,0,0,
利用被截断Schmidt数构造正交微扰基矢并重建微扰哈密顿量,利用被截断Schmidt数构造正交微扰基矢并重建微扰哈密顿量,entity,proposition,,,current,0,0,
势能反演,势能反演,entity,keyword,,,current,0,0,
势能整体平移不确定性需通过参考点约束固定,势能整体平移不确定性需通过参考点约束固定,entity,proposition,,,current,0,0,
区分可积-量子混沌-强梯度非遍历三阶段,区分可积-量子混沌-强梯度非遍历三阶段,entity,proposition,,,current,0,0,
半监督学习,半监督学习,entity,keyword,,,current,0,0,
单光子实验,单光子实验,entity,keyword,,,current,0,0,
单光子实验演示,单光子实验演示,entity,proposition,,,current,0,0,
单原子寻址调制线性梯度,单原子寻址调制线性梯度,entity,keyword,,,current,0,0,
单原子寻址调控sigma_i^z sigma_{i+1}^z 项上的线性梯度,单原子寻址调控sigma_i^z sigma_{i+1}^z 项上的线性梯度,entity,proposition,,,current,0,0,
单离子各向异性,单离子各向异性,entity,keyword,,,current,0,0,
压缩感知,压缩感知compressed sensing,entity,keyword,,,current,0,0,
参数压缩至原矩阵乘积态的约0.1%–1%,参数压缩至原矩阵乘积态的约0.1%–1%,entity,proposition,,,current,0,0,
双层蜂窝格阻挫模型,双层蜂窝格阻挫模型,entity,keyword,,,current,0,0,
双腿蜂窝自旋梯,双腿蜂窝自旋梯,entity,keyword,,,current,0,0,
反向传播,反向传播,entity,keyword,,,current,0,0,
反向传播+Adam,反向传播+Adam,entity,keyword,,,current,0,0,
反向传播优化潜门,反向传播优化潜门,entity,keyword,,,current,0,0,
反演对称性破缺,反演对称性破缺,entity,proposition,,,current,0,0,
反铁磁海森堡模型,反铁磁海森堡模型,entity,keyword,,,current,0,0,
发展更高可解释性的降维方法,发展更高可解释性的降维方法,entity,proposition,,,current,0,0,
发展量子启发技术以降低每节点对模拟时间,发展量子启发技术以降低每节点对模拟时间,entity,proposition,,,current,0,0,
发现可逆价键图案反转,发现可逆价键图案反转,entity,proposition,,,current,0,0,
发现相变边界处多可观测量同时出现奇异性,发现相变边界处多可观测量同时出现奇异性,entity,proposition,,,current,0,0,
变分原理,变分原理,entity,keyword,,,current,0,0,
变分张量网络方法,变分张量网络方法,entity,keyword,,,current,0,0,
变分磁场时间演化,变分磁场时间演化,entity,keyword,,,current,0,0,
变分蒙特卡洛,变分蒙特卡洛,entity,keyword,,,current,0,0,
可微张量重正,可微张量重正ization group(∂TRG),entity,keyword,,,current,0,0,
可微张量重正化群,可微张量重正化群differentiable tensor renormalization group(∂TRG),entity,keyword,,,current,0,0,
可积XXZ链,可积XXZ链,entity,keyword,,,current,0,0,
各向同性反铁磁模型,各向同性Heisenberg反铁磁模型,entity,keyword,,,current,0,0,
合成Creutz-Hubbard梯子模型synthetic Creutz-Hubbard ladder model,合成Creutz-Hubbard梯子模型synthetic Creutz-Hubbard ladder model,entity,proposition,,,current,0,0,
同步优化十个独立副本并定期丢弃能量最高的五个,同步优化十个独立副本并定期丢弃能量最高的五个,entity,proposition,,,current,0,0,
后续工作中处理次近邻偶极相互作用,后续工作中处理次近邻偶极相互作用,entity,proposition,,,current,0,0,
后续工作中考虑偶极相互作用引入的次近邻项影响,后续工作中考虑偶极相互作用引入的次近邻项影响,entity,proposition,,,current,0,0,
后续工作中考虑次近邻项影响,后续工作中考虑次近邻项影响,entity,proposition,,,current,0,0,
含对称性的投影纠缠对态,含SU(2)对称性的simple update投影纠缠对态,entity,keyword,,,current,0,0,
周期旋转自旋轴Floquet方式工程化XXZ相互作用,周期旋转自旋轴Floquet方式工程化XXZ相互作用,entity,keyword,,,current,0,0,
囚禁离子,囚禁离子,entity,keyword,,,current,0,0,
囚禁离子实验囚禁离子实验,囚禁离子实验囚禁离子实验(trapped ion experiment),entity,keyword,,,current,0,0,
四态模型,四态Potts模型four-state Potts model,entity,keyword,,,current,0,0,
团簇更新与完全更新存在精度-代价权衡,团簇更新与完全更新存在精度-代价权衡,entity,proposition,,,current,0,0,
图像二值化,图像二值化,entity,keyword,,,current,0,0,
图像分类,图像分类,entity,keyword,,,current,0,0,
图生成函数graphon,图生成函数graphon,entity,keyword,,,current,0,0,
圆柱几何上的密度矩阵重整化群方法,圆柱几何上的密度矩阵重整化群方法,entity,keyword,,,current,0,0,
在Fashion-MNIST上精度仍逊于堆叠卷积层的ResNet,在Fashion-MNIST上精度仍逊于堆叠卷积层的ResNet,entity,proposition,,,current,0,0,
在Rydberg原子阵列中实现线性梯度XXZ模型,在Rydberg原子阵列中实现线性梯度XXZ模型,entity,proposition,,,current,0,0,
在二维及更高维系统中发现类似拓扑再入现象,在二维及更高维系统中发现类似拓扑再入现象,entity,proposition,,,current,0,0,
在六个行列式下达或超过强关联H₁₀最优变分QMC能量,在六个行列式下达或超过强关联H₁₀最优变分QMC能量,entity,proposition,,,current,0,0,
在冷原子等平台上以O(10)格点实验实现,在冷原子等平台上以O(10)格点实验实现,entity,proposition,,,current,0,0,
在干净一维XXZ链中通过强线性梯度破坏ETH与遍历性,在干净一维XXZ链中通过强线性梯度破坏ETH与遍历性,entity,proposition,,,current,0,0,
在干净一维XXZ链中通过线性梯度诱导ETH与遍历性,在干净一维XXZ链中通过线性梯度诱导ETH与遍历性,entity,proposition,,,current,0,0,
在干净自旋链中通过强线性梯度破坏遍历性,在干净自旋链中通过强线性梯度破坏遍历性,entity,proposition,,,current,0,0,
在干净自旋链中通过线性梯度诱导遍历性,在干净自旋链中通过线性梯度诱导遍历性,entity,proposition,,,current,0,0,
在强非线性下无法保证梯度正交条件成立,在强非线性下无法保证梯度正交条件成立,entity,proposition,,,current,0,0,
在无序相互作用体系中观察到类似现象,在无序相互作用体系中观察到类似现象,entity,proposition,,,current,0,0,
在无穷大晶格上证实1/9磁化平台由价键晶体描述,在无穷大晶格上证实1/9磁化平台由价键晶体描述,entity,proposition,,,current,0,0,
在更多数据集上验证RLF相对经典核函数的优势,在更多数据集上验证RLF相对经典核函数的优势,entity,proposition,,,current,0,0,
在约微米下提供足够强的自旋交换,在r约1微米下提供足够强的自旋交换,entity,keyword,,,current,0,0,
在蜂窝梯中发现半饱和磁化平台,在蜂窝梯中发现半饱和磁化平台,entity,proposition,,,current,0,0,
在蜂窝梯中发现方型梯中不存在的强相关项,在蜂窝梯中发现方型梯中不存在的强相关项,entity,proposition,,,current,0,0,
在连续空间求解无穷大多体薛定谔方程,在连续空间求解无穷大多体薛定谔方程,entity,proposition,,,current,0,0,
在量子平台上以TN设计量子电路作为Born机实现TNCS,在量子平台上以TN设计量子电路作为Born机实现TNCS,entity,proposition,,,current,0,0,
在量子模拟/计算硬件上制备酉张量网络用于图像识别,在量子模拟/计算硬件上制备酉张量网络用于图像识别,entity,proposition,,,current,0,0,
均匀XXZ链,均匀XXZ链,entity,keyword,,,current,0,0,
均匀可积XXZ链,均匀可积XXZ链,entity,keyword,,,current,0,0,
基于数据重上传量子电路的截断傅里叶级数表达能力拟合高频graphon,基于数据重上传量子电路的截断傅里叶级数表达能力拟合高频graphon,entity,proposition,,,current,0,0,
基于深度神经网络自编码器的压缩感知方法,基于深度神经网络自编码器的压缩感知方法,entity,keyword,,,current,0,0,
基于秩1分解将配分函数无限网络收缩化为局部cell张量收缩,基于秩1分解将配分函数无限网络收缩化为局部cell张量收缩,entity,proposition,,,current,0,0,
基于纠缠熵的特征选择,基于纠缠熵的特征选择,entity,proposition,,,current,0,0,
基于超导量子电路实现更复杂任务,基于超导量子电路实现更复杂任务,entity,proposition,,,current,0,0,
基态性质强烈依赖于所选几何与边界条件,基态性质强烈依赖于所选几何与边界条件,entity,proposition,,,current,0,0,
堆叠卷积层的ResNet,堆叠卷积层的ResNet,entity,keyword,,,current,0,0,
堆积模型,堆积domino模型stacked domino model,entity,keyword,,,current,0,0,
复杂度随拷贝数H线性增长,复杂度随拷贝数H线性增长,entity,proposition,,,current,0,0,
外加磁场,外加磁场,entity,keyword,,,current,0,0,
外磁场下m=1/3磁化平台的发现,外磁场下m=1/3磁化平台的发现,entity,proposition,,,current,0,0,
外磁场下自旋笼目海森堡反铁磁体有限温热力学,外磁场下自旋-1/2 笼目海森堡反铁磁体有限温热力学,entity,keyword,,,current,0,0,
外磁场沿自旋方向调节交换各向异性,外磁场沿自旋z方向调节交换各向异性,entity,keyword,,,current,0,0,
多体希尔伯特空间,多体希尔伯特空间many-body Hilbert space,entity,keyword,,,current,0,0,
多体纠缠度量,多体纠缠度量,entity,keyword,,,current,0,0,
多体薛定谔方程,多体薛定谔方程many-body Schrödinger equation,entity,keyword,,,current,0,0,
多参考方法,多参考Hartree–Fock方法,entity,keyword,,,current,0,0,
多参考耦合簇multi-reference耦合簇(MR-CC),多参考耦合簇multi-reference耦合簇(MR-CC),entity,keyword,,,current,0,0,
多比特编码,多比特编码,entity,keyword,,,current,0,0,
多比特门逐步分解,多比特门逐步分解,entity,keyword,,,current,0,0,
多自旋量子特征映射msQFM,多自旋量子特征映射msQFM,entity,keyword,,,current,0,0,
大规模数值模拟,大规模数值模拟large-scale numerical simulation,entity,keyword,,,current,0,0,
奇异值分解重投影,奇异值分解重投影,entity,keyword,,,current,0,0,
存活概率,存活概率survival probability,entity,keyword,,,current,0,0,
存活概率快速衰减诊断遍历性,存活概率快速衰减诊断遍历性,entity,keyword,,,current,0,0,
存活概率长时间保持显著诊断非遍历性,存活概率长时间保持显著诊断非遍历性,entity,keyword,,,current,0,0,
实空间重整化群,实空间重整化群real-space renormalization group,entity,keyword,,,current,0,0,
实际测量纠缠在当前量子设备上尚不可行,实际测量纠缠在当前量子设备上尚不可行,entity,proposition,,,current,0,0,
对NTENP纵场与横场实验数据同时拟合确定材料参数,对NTENP纵场与横场实验数据同时拟合确定材料参数,entity,proposition,,,current,0,0,
对Schmidt系数与变换两侧分别用张量网络参数化,对Schmidt系数与变换两侧分别用张量网络参数化,entity,proposition,,,current,0,0,
对偶幺正模型,对偶幺正模型,entity,keyword,,,current,0,0,
对数保真度,对数保真度logarithmic fidelity,entity,keyword,,,current,0,0,
对称张量网络态,对称张量网络态symmetric tensor network state(symmetric TNS),entity,keyword,,,current,0,0,
对称类,AIII对称类AIII symmetry class,entity,keyword,,,current,0,0,
对角ETH矩阵元中心值与涨落随系统尺寸呈指数衰减,对角ETH矩阵元中心值与涨落随系统尺寸呈指数衰减,entity,keyword,,,current,0,0,
对角ETH矩阵元中心值与涨落随系统尺寸呈指数衰减诊断遍历性,对角ETH矩阵元中心值与涨落随系统尺寸呈指数衰减诊断遍历性,entity,keyword,,,current,0,0,
对角ETH矩阵元中心值与涨落随系统尺寸指数衰减诊断遍历性,对角ETH矩阵元中心值与涨落随系统尺寸指数衰减诊断遍历性,entity,keyword,,,current,0,0,
对长程关联图像效率较低,对长程关联图像效率较低,entity,proposition,,,current,0,0,
将ResMPS思路推广到Projected Entangled-Pair States,将ResMPS思路推广到Projected Entangled-Pair States,entity,proposition,,,current,0,0,
将ResMPS思路推广到Tree TN,将ResMPS思路推广到Tree TN,entity,proposition,,,current,0,0,
将Rydberg原子阵列作为实现平台,将Rydberg原子阵列作为实现平台,entity,proposition,,,current,0,0,
将Schmidt分解表示为线性复杂度张量网络,将Schmidt分解表示为线性复杂度张量网络,entity,proposition,,,current,0,0,
将变分参数量从指数级复杂度降至线性级复杂度,将变分参数量从指数级复杂度降至线性级复杂度,entity,proposition,,,current,0,0,
将图像类别编码为量子多体态,将图像类别编码为量子多体态,entity,proposition,,,current,0,0,
将多个神经网络层的参数拼接为单一张量后压缩,将多个神经网络层的参数拼接为单一张量后压缩,entity,proposition,,,current,0,0,
将多比特门逐步分解为单双比特门的编译方法,将多比特门逐步分解为单双比特门的编译方法,entity,keyword,,,current,0,0,
将梯度约束在参数向量正交的切平面上,将梯度约束在参数向量正交的切平面上,entity,proposition,,,current,0,0,
将特征联合概率分布编码为量子振幅,将特征联合概率分布编码为量子振幅,entity,proposition,,,current,0,0,
将矩阵乘积态编码为仅含单比特与双比特门的深度量子电路,将矩阵乘积态编码为仅含单比特与双比特门的深度量子电路,entity,proposition,,,current,0,0,
将矩阵积态中心张量编码为彩色图像并二值化以识别量子相变,将矩阵积态中心张量编码为彩色图像并二值化以识别量子相变,entity,proposition,,,current,0,0,
将神经网络层的变分参数编码为深层张量网络的收缩结果,将神经网络层的变分参数编码为深层张量网络的收缩结果,entity,proposition,,,current,0,0,
将能量显式纳入损失函数,将能量显式纳入损失函数,entity,proposition,,,current,0,0,
将自动可微张量网络收缩与神经网络推理合并以提高计算效率,将自动可微张量网络收缩与神经网络推理合并以提高计算效率,entity,proposition,,,current,0,0,
将自旋自由度映射到原子的两个亚稳态,将自旋自由度映射到原子的两个亚稳态,entity,keyword,,,current,0,0,
将边界控制效应应用于探测体的物性,将边界控制效应应用于探测体的物性,entity,proposition,,,current,0,0,
少体模型少体模型,少体模型少体模型(few-body model),entity,keyword,,,current,0,0,
局域磁化率,局域磁化率,entity,keyword,,,current,0,0,
局域磁化率奇异性,局域磁化率奇异性,entity,keyword,,,current,0,0,
局部幺正张量网络表示Schmidt分解变换,局部幺正张量网络表示Schmidt分解变换,entity,proposition,,,current,0,0,
局部时间优化,局部时间优化,entity,keyword,,,current,0,0,
工作区间,工作区间0≤Delta±theta≤2J,entity,keyword,,,current,0,0,
希尔伯特空间碎裂,希尔伯特空间碎裂Hilbert space shattering,entity,keyword,,,current,0,0,
干净系统中由强空间非均匀性破坏ETH,干净系统中由强空间非均匀性破坏ETH,entity,proposition,,,current,0,0,
干净系统中由强空间非均匀性重新抑制热化恢复非遍历行为,干净系统中由强空间非均匀性重新抑制热化恢复非遍历行为,entity,proposition,,,current,0,0,
干净系统中由空间非均匀性诱导ETH,干净系统中由空间非均匀性诱导ETH,entity,proposition,,,current,0,0,
干净系统中由空间非均匀性诱导量子混沌与ETH,干净系统中由空间非均匀性诱导量子混沌与ETH,entity,proposition,,,current,0,0,
平均场论证,平均场论证mean-field argument,entity,keyword,,,current,0,0,
平移不变函数矩阵乘积态,平移不变函数矩阵乘积态,entity,keyword,,,current,0,0,
平移不变性,平移不变性,entity,keyword,,,current,0,0,
广义模型,广义kagome Ising模型generalized kagome Ising model,entity,keyword,,,current,0,0,
应用于图像分割image segmentation,应用于图像分割image segmentation,entity,proposition,,,current,0,0,
应用于目标检测object detection,应用于目标检测object detection,entity,proposition,,,current,0,0,
应用于阻挫与费米子模型,应用于阻挫与费米子模型,entity,proposition,,,current,0,0,
应用于非均匀Kibble-Zurek机制研究,应用于非均匀Kibble-Zurek机制研究,entity,proposition,,,current,0,0,
建立更严格稳健的对应关系,建立更严格稳健的对应关系,entity,proposition,,,current,0,0,
引入q稀疏度刻画量子态稀疏性,引入q稀疏度刻画量子态稀疏性,entity,proposition,,,current,0,0,
引入准纠缠熵、李雅普诺夫指数和环路特征三个非局域量探测相变,引入准纠缠熵、李雅普诺夫指数和环路特征三个非局域量探测相变,entity,proposition,,,current,0,0,
引入无约束潜门作为变分参数,引入无约束潜门作为变分参数,entity,proposition,,,current,0,0,
引入更多计算机视觉技术用于多体量子态解读,引入更多计算机视觉技术用于多体量子态解读,entity,proposition,,,current,0,0,
引入混合量子-经典优化策略,引入混合量子-经典优化策略,entity,proposition,,,current,0,0,
引入量子度量刻画VQC泛化能力,引入量子度量刻画VQC泛化能力,entity,proposition,,,current,0,0,
张量网络,张量网络tensor network,entity,keyword,,,current,0,0,
张量网络剪裁,张量网络剪裁tensor network tailoring(TN tailoring),entity,keyword,,,current,0,0,
张量网络方法,张量网络方法tensor network method,entity,keyword,,,current,0,0,
张量网络机器学习,张量网络机器学习tensor network machine learning,entity,keyword,,,current,0,0,
张量网络概率模型,张量网络概率模型,entity,keyword,,,current,0,0,
张量网络版灵敏度分析,张量网络版灵敏度分析,entity,proposition,,,current,0,0,
张量网络秩-1分解,张量网络秩-1分解,entity,keyword,,,current,0,0,
张量网络算法张量网络算法,张量网络算法张量网络算法(tensor network algorithm),entity,keyword,,,current,0,0,
张量网络自洽方程固定点简并度,张量网络自洽方程固定点简并度,entity,keyword,,,current,0,0,
弹道式纠缠传播,弹道式纠缠传播,entity,keyword,,,current,0,0,
弹道式纠缠增长持续至Page值以上,弹道式纠缠增长持续至Page值以上,entity,proposition,,,current,0,0,
弹道式纠缠增长持续至饱和,弹道式纠缠增长持续至饱和,entity,keyword,,,current,0,0,
强无序MBL模型,强无序MBL模型,entity,keyword,,,current,0,0,
强无序MBL相互作用体系,强无序MBL相互作用体系,entity,keyword,,,current,0,0,
强无序重整化,强无序重整化,entity,keyword,,,current,0,0,
强梯度下重新抑制热化恢复非遍历行为,强梯度下重新抑制热化恢复非遍历行为,entity,proposition,,,current,0,0,
强梯度强度抑制遍历性,强梯度强度抑制遍历性,entity,keyword,,,current,0,0,
强梯度抑制遍历性,强梯度抑制遍历性,entity,keyword,,,current,0,0,
强梯度非遍历区非对角ETH矩阵元方差不再随能量光滑变化,强梯度非遍历区非对角ETH矩阵元方差不再随能量光滑变化,entity,keyword,,,current,0,0,
当前分析限于一维系统,当前分析限于一维系统,entity,proposition,,,current,0,0,
当前讨论适用于自旋与玻色子系统,当前讨论适用于自旋与玻色子系统,entity,proposition,,,current,0,0,
彭程,彭程,entity,person,,,current,0,0,
懒学习基线,懒学习基线lazy learning baseline,entity,keyword,,,current,0,0,
成为面向更大体系的高精度黑箱量子化学方法,成为面向更大体系的高精度黑箱量子化学方法,entity,proposition,,,current,0,0,
截断维度χ,截断维度χ,entity,keyword,,,current,0,0,
截断误差随舍弃权重引入,截断误差随舍弃权重引入,entity,proposition,,,current,0,0,
手写数字图像分类MNIST,手写数字图像分类MNIST,entity,keyword,,,current,0,0,
手写数字图像识别,手写数字图像识别handwritten digit image recognition,entity,keyword,,,current,0,0,
手性—手性关联chiral-chiral correlation,手性—手性关联chiral-chiral correlation,entity,proposition,,,current,0,0,
扭曲kagome格点上二维Ising模型的精确解与TRG数值结合,扭曲kagome格点上二维Ising模型的精确解与TRG数值结合,entity,proposition,,,current,0,0,
扭曲格点,扭曲kagome格点distorted kagome lattice,entity,keyword,,,current,0,0,
把再入现象从常规有序相推广到拓扑相,把再入现象从常规有序相推广到拓扑相,entity,proposition,,,current,0,0,
把局域无序编码进辅助层并对无序独立做平均以恢复平移不变性,把局域无序编码进辅助层并对无序独立做平均以恢复平移不变性,entity,proposition,,,current,0,0,
把无限多体系统编码为嵌入纠缠浴的少体模型,把无限多体系统编码为嵌入纠缠浴的少体模型,entity,proposition,,,current,0,0,
拓扑Renyi,拓扑Renyi,entity,keyword,,,current,0,0,
拓扑Renyi熵,拓扑Renyi熵,entity,keyword,,,current,0,0,
拓扑基态简并度,拓扑基态简并度,entity,keyword,,,current,0,0,
拓扑纠缠熵,拓扑纠缠熵,entity,keyword,,,current,0,0,
拓扑绝缘体,拓扑绝缘体topological insulator,entity,keyword,,,current,0,0,
拟合DMF磁化率并提取交换耦合常数,拟合Co(N₃)₂(bpg)·DMF_{4/3}磁化率并提取交换耦合常数,entity,proposition,,,current,0,0,
指出1/9平台存在无能隙激发并对应中心荷约为1的共形场论描述,指出1/9平台存在无能隙激发并对应中心荷约为1的共形场论描述,entity,proposition,,,current,0,0,
指出与无序体系类似现象,指出与无序体系类似现象,entity,proposition,,,current,0,0,
指出与无序体系类似的现象,指出与无序体系类似的现象,entity,proposition,,,current,0,0,
指定矩阵乘积纠缠,χ-指定矩阵乘积纠缠chi-specified matrix product entanglement(χ-MPE),entity,keyword,,,current,0,0,
按设计基态反推哈密顿量以服务量子模拟与态层析,按设计基态反推哈密顿量以服务量子模拟与态层析,entity,proposition,,,current,0,0,
探索基于量子电路实现此类机器学习方案,探索基于量子电路实现此类机器学习方案,entity,proposition,,,current,0,0,
推动量子启发的可解释无监督学习,推动量子启发的可解释无监督学习,entity,proposition,,,current,0,0,
推广到二阶以上微扰理论,推广到二阶以上微扰理论,entity,proposition,,,current,0,0,
推广到参数化模型,推广到参数化模型,entity,proposition,,,current,0,0,
推广到四维及以上维度,推广到四维及以上维度,entity,proposition,,,current,0,0,
推广到投影纠缠对态,推广到投影纠缠对态projected entangled pair states,entity,proposition,,,current,0,0,
推广到无序相互作用体系,推广到无序相互作用体系,entity,proposition,,,current,0,0,
推广到时演化块消减time-evolving block decimation(TEBD),推广到时演化块消减time-evolving block decimation(TEBD),entity,proposition,,,current,0,0,
推广到玻尔兹曼机,推广到玻尔兹曼机,entity,proposition,,,current,0,0,
推广到贝叶斯网络,推广到贝叶斯网络,entity,proposition,,,current,0,0,
推广到非厄米时间演化,推广到非厄米时间演化,entity,proposition,,,current,0,0,
推广至Rényi熵、时序外关联函数(OTOC)、自旋玻璃序参量等观测量,推广至Rényi熵、时序外关联函数(OTOC)、自旋玻璃序参量等观测量,entity,proposition,,,current,0,0,
推广至二维关联电子系统,推广至二维关联电子系统,entity,proposition,,,current,0,0,
推广至任意张量网络可表示的经典或量子格点系统,推广至任意张量网络可表示的经典或量子格点系统,entity,proposition,,,current,0,0,
推广至其他iPEPS如string-net与手性iPEPS,推广至其他iPEPS如string-net与手性iPEPS,entity,proposition,,,current,0,0,
推广至其他张量网络Ansätze,推广至其他张量网络Ansätze,entity,proposition,,,current,0,0,
推广至其他物理微分方程逆问题求解,推广至其他物理微分方程逆问题求解,entity,proposition,,,current,0,0,
推广至囚禁离子,推广至囚禁离子,entity,proposition,,,current,0,0,
推广至基于量子理论的真实数据安全通信,推广至基于量子理论的真实数据安全通信,entity,proposition,,,current,0,0,
推广至多电子薛定谔方程反演,推广至多电子薛定谔方程反演,entity,proposition,,,current,0,0,
推广至核磁共振系统,推广至核磁共振系统,entity,proposition,,,current,0,0,
推广至氮空位中心,推广至氮空位中心,entity,proposition,,,current,0,0,
推广至连续空间量子场,推广至连续空间量子场,entity,proposition,,,current,0,0,
推广至高维投影纠缠对态,推广至高维投影纠缠对态,entity,proposition,,,current,0,0,
推广至高维混沌,推广至高维混沌,entity,proposition,,,current,0,0,
推广至高维玻色系统,推广至高维玻色系统,entity,proposition,,,current,0,0,
推广至高维费米系统,推广至高维费米系统,entity,proposition,,,current,0,0,
提出Rydberg原子阵列实现方案,提出Rydberg原子阵列实现方案,entity,proposition,,,current,0,0,
散度,Kullback–Leibler散度,entity,keyword,,,current,0,0,
数值重整化群,数值重整化群numerical renormalization group,entity,keyword,,,current,0,0,
数据重上传量子电路,数据重上传量子电路data re-uploading quantum circuit,entity,keyword,,,current,0,0,
方型自旋梯,方型自旋梯square spin ladder,entity,keyword,,,current,0,0,
方案B,方案B,entity,keyword,,,current,0,0,
无SU(2)对称性投影纠缠对态,无SU(2)对称性投影纠缠对态,entity,keyword,,,current,0,0,
无序平均后的双层张量网络,无序平均后的双层张量网络,entity,keyword,,,current,0,0,
无序编码效率的普适判据 n ≫ α²t²,无序编码效率的普适判据 n ≫ α²t²,entity,proposition,,,current,0,0,
无监督机器学习,无监督机器学习unsupervised machine learning,entity,keyword,,,current,0,0,
无监督特征识别,无监督特征识别unsupervised feature recognition,entity,keyword,,,current,0,0,
无穷投影纠缠对态,无穷投影纠缠对态infinite projected entangled-pair states(infinite PEPS),entity,keyword,,,current,0,0,
无穷矩阵乘积态,无穷矩阵乘积态infinite matrix product state(iMPS),entity,keyword,,,current,0,0,
无符号问题处理阻挫与费米子模型,无符号问题处理阻挫与费米子模型,entity,proposition,,,current,0,0,
无能隙量子自旋液体特征刻画,无能隙量子自旋液体特征刻画,entity,proposition,,,current,0,0,
无限密度矩阵重正化群,无限密度矩阵重正化群infinite density matrix renormalization group(iDMRG),entity,keyword,,,current,0,0,
无限张量纠缠态演化iTEBD,无限张量纠缠态演化iTEBD,entity,keyword,,,current,0,0,
无限投影纠缠对态,无限投影纠缠对态infinite PEPS(iPEPS),entity,keyword,,,current,0,0,
无限投影纠缠对态的簇更新,无限投影纠缠对态的簇更新cluster update,entity,keyword,,,current,0,0,
无限投影纠缠对态边界理论,无限投影纠缠对态边界理论,entity,keyword,,,current,0,0,
无限时间演化分块删截,无限时间演化分块删截infinite time-evolving block decimation(iTEBD),entity,keyword,,,current,0,0,
无限时间演化块,"无限时间演化块decimation(infinite time-evolving block decimation,iTEBD)",entity,keyword,,,current,0,0,
无限晶格,无限Husimi晶格infinite Husimi lattice,entity,keyword,,,current,0,0,
既有方法,既有state-of-the-art tensor network方法,entity,keyword,,,current,0,0,
时尚产品图像分类,时尚产品图像分类fashion-MNIST,entity,keyword,,,current,0,0,
时装图像分类,时装图像分类fashion image classification,entity,keyword,,,current,0,0,
时间演化,时间演化,entity,keyword,,,current,0,0,
时间演化算符具有自同态性质解释鲁棒性,时间演化算符具有自同态性质解释鲁棒性,entity,proposition,,,current,0,0,
时间演化算符自同态性质,时间演化算符自同态性质,entity,keyword,,,current,0,0,
时间矩阵乘积态,时间矩阵乘积态time matrix product state(tMPS),entity,keyword,,,current,0,0,
星型格子,星型格子star lattice,entity,keyword,,,current,0,0,
映射,Qubism映射Qubism mapping,entity,keyword,,,current,0,0,
普适切换点α^s = 0.5,普适切换点α^s = 0.5,entity,proposition,,,current,0,0,
普适指数标度行为,普适指数标度行为,entity,proposition,,,current,0,0,
普适类,Kosterlitz-Thouless普适类,entity,keyword,,,current,0,0,
晶体对称性保护拓扑相,晶体对称性保护拓扑相,entity,keyword,,,current,0,0,
最大编码率约减,最大编码率约减maximal coding rate reduction(MCR²),entity,keyword,,,current,0,0,
最近邻关联,最近邻关联,entity,keyword,,,current,0,0,
最近邻关联奇异性,最近邻关联奇异性,entity,keyword,,,current,0,0,
有监督机器学习分类器,有监督机器学习分类器,entity,keyword,,,current,0,0,
有限温度密度算符,有限温度密度算符,entity,keyword,,,current,0,0,
有限温演化,有限温演化finite-temperature evolution,entity,keyword,,,current,0,0,
有限温热力学响应分析,有限温热力学响应分析,entity,proposition,,,current,0,0,
朗道序参量范式,朗道序参量范式,entity,keyword,,,current,0,0,
朴素贝叶斯分类器,朴素贝叶斯分类器naive Bayes classifier,entity,keyword,,,current,0,0,
李雅普诺夫指数,李雅普诺夫指数Lyapunov exponent,entity,keyword,,,current,0,0,
条件图生成函数学习,条件图生成函数学习conditional graphon learning,entity,keyword,,,current,0,0,
